,station,station Latitude,station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
43,Akabane Station,35.7781394,139.7207999,酒・立ち飲み 喜多屋,35.77753906459168,139.72205145747898,Sake Bar
44,Akabane Station,35.7781394,139.7207999,インド食堂バーワルチー,35.779556,139.720323,Indian Restaurant
45,Akabane Station,35.7781394,139.7207999,Starbucks (Starbucks Coffee),35.77851043573118,139.72019795564165,Coffee Shop
46,Akabane Station,35.7781394,139.7207999,Kushikatsu Tanaka (串カツ田中 赤羽店),35.779538925736944,139.7216782693543,Kushikatsu Restaurant
47,Akabane Station,35.7781394,139.7207999,Daiwa Roynet Hotel Tokyo-Akabane (ダイワロイネットホテル東京赤羽),35.77746075327794,139.72239627680813,Hotel
48,Akabane Station,35.7781394,139.7207999,Sobaichi (そばいち),35.777852,139.721096,Soba Restaurant
49,Akabane Station,35.7781394,139.7207999,Kushikatsu Dengana (串かつ でんがな 赤羽店),35.779570458486006,139.72114388694854,Kushikatsu Restaurant
50,Akabane Station,35.7781394,139.7207999,Kaburaya (かぶら屋 赤羽店),35.779442,139.721102,Sake Bar
51,Akabane Station,35.7781394,139.7207999,Osaka Ohsho (大阪王将),35.778722,139.720377,Dumpling Restaurant
52,Akabane Station,35.7781394,139.7207999,ホルモン焼肉 縁 赤羽店,35.77952177753416,139.7216885644651,BBQ Joint
53,Akabane Station,35.7781394,139.7207999,Gyoza Ohsho (餃子の王将 赤羽駅南口店),35.7760054885749,139.722339570881,Dumpling Restaurant
54,Akabane Station,35.7781394,139.7207999,Akabane Station (赤羽駅),35.777742345121595,139.72106528905618,Train Station
55,Akabane Station,35.7781394,139.7207999,Torikizoku (鳥貴族 赤羽東口駅前店),35.778727,139.721623,Sake Bar
56,Akabane Station,35.7781394,139.7207999,しじゅうごえん,35.77688519161469,139.72030565142632,Bar
57,Akabane Station,35.7781394,139.7207999,Local Stand Tokyo Bar (Local Stand 東京バル),35.777316670146575,139.72117508854512,Bar
58,Akabane Station,35.7781394,139.7207999,Akabane Ichiban-gai (赤羽一番街),35.780156,139.720912,Shopping Mall
59,Akabane Station,35.7781394,139.7207999,Seiyu (西友 赤羽店),35.77830892905361,139.72366845004674,Supermarket
60,Akabane Station,35.7781394,139.7207999,大勝軒 まるいち 赤羽店,35.77820303022293,139.7220299710647,Ramen Restaurant
61,Akabane Station,35.7781394,139.7207999,Baskin-Robbins (サーティワンアイスクリーム),35.777311,139.720448,Ice Cream Shop
62,Akabane Station,35.7781394,139.7207999,すしざんまい得得 赤羽店,35.7796272863006,139.721723494018,Sushi Restaurant
63,Akabane Station,35.7781394,139.7207999,MUJI (無印良品),35.777311,139.720448,Clothing Store
64,Akabane Station,35.7781394,139.7207999,bonne viande (肉屋直営ビストロ ボンビアンドゥ),35.77804,139.721963,Bistro
65,Akabane Station,35.7781394,139.7207999,McDonald's (マクドナルド 赤羽公園店),35.77903072879833,139.72380309257684,Fast Food Restaurant
66,Akabane Station,35.7781394,139.7207999,佐藤商店,35.77948006758347,139.7214948296005,Sake Bar
67,Akabane Station,35.7781394,139.7207999,鉄板酒場鐵一 赤羽店,35.779570251481694,139.7209504830363,Sake Bar
68,Akabane-iwabuchi Station,35.783147,139.7200438,Yoneyama (米山),35.781995,139.718864,Sake Bar
69,Akabane-iwabuchi Station,35.783147,139.7200438,プチモンド,35.7810363,139.7181031,Dessert Shop
70,Akabane-iwabuchi Station,35.783147,139.7200438,Good Meat Bar (グッドミートバル),35.78081179344789,139.72024310149155,Italian Restaurant
71,Akabane-iwabuchi Station,35.783147,139.7200438,焙煎汐蕎麦処 金字塔,35.782294,139.719393,Ramen Restaurant
72,Akabane-iwabuchi Station,35.783147,139.7200438,お菓子の種屋,35.78159231155182,139.7219417989254,Candy Store
73,Akabane-iwabuchi Station,35.783147,139.7200438,麺 高はし,35.78097954491027,139.72060315357024,Ramen Restaurant
74,Akabane-iwabuchi Station,35.783147,139.7200438,Yayoi (やよい軒 赤羽店),35.781304,139.722277,Japanese Restaurant
75,Akabane-iwabuchi Station,35.783147,139.7200438,八幡蕎麦 赤羽屋,35.7816684116684,139.7179073188719,Soba Restaurant
76,Akabane-iwabuchi Station,35.783147,139.7200438,FamilyMart (ファミリーマート 赤羽一番街店),35.782439,139.719612,Convenience Store
77,Akabane-iwabuchi Station,35.783147,139.7200438,FamilyMart (ファミリーマート 赤羽二丁目店),35.78196,139.72286,Convenience Store
78,Akabane-iwabuchi Station,35.783147,139.7200438,ホビーショップ フロンティア,35.78051502232598,139.71985030938194,Hobby Shop
79,Akabane-iwabuchi Station,35.783147,139.7200438,7-Eleven (セブンイレブン 北区岩淵店),35.785612,139.72136,Convenience Store
80,Akabane-iwabuchi Station,35.783147,139.7200438,龍龍,35.783449,139.720497,Ramen Restaurant
81,Akabane-iwabuchi Station,35.783147,139.7200438,Toyoko Inn Tokyo Akabane-eki Higashi-guchi Ichiban-gai (東横イン赤羽駅東口一番街),35.783364053992706,139.72001707743365,Bed & Breakfast
82,Akabane-iwabuchi Station,35.783147,139.7200438,埼玉高速鉄道 赤羽岩淵駅 (SR19),35.783392,139.722163,Train Station
83,Akabane-iwabuchi Station,35.783147,139.7200438,カツキッチン,35.782754,139.71997,Italian Restaurant
84,Akabane-iwabuchi Station,35.783147,139.7200438,Akabane-Iwabuchi Station (赤羽岩淵駅),35.783430874183146,139.7217209867811,Metro Station
85,Akabane-iwabuchi Station,35.783147,139.7200438,中央亭,35.782667,139.720916,Noodle House
86,Akabane-iwabuchi Station,35.783147,139.7200438,Namboku Line Akabane-iwabuchi Station (N19) (南北線 赤羽岩淵駅),35.783450069572936,139.72177865736282,Metro Station
87,Akabane-iwabuchi Station,35.783147,139.7200438,赤羽岩淵駅バス停,35.78417384682466,139.72085579381576,Bus Stop
88,Akabane-iwabuchi Station,35.783147,139.7200438,中華料理 吾作 東口店,35.782781739818844,139.71964542919648,Chinese Restaurant
89,Akabane-iwabuchi Station,35.783147,139.7200438,焼鳥&地ビール わたる,35.783345,139.721835,Yakitori Restaurant
90,Akabane-iwabuchi Station,35.783147,139.7200438,赤羽緑道公園,35.78171850941614,139.71738426628372,Park
91,Akabanebashi Station,35.6549696,139.74389250000002,TOWERS188,35.65709138952451,139.7439157962799,American Restaurant
92,Akabanebashi Station,35.6549696,139.74389250000002,Pizza Studio Tamaki (ピッツァスタジオタマキ (PST)),35.65561359255362,139.7441936608215,Pizza Place
93,Akabanebashi Station,35.6549696,139.74389250000002,うらまきや,35.656773,139.742534,Sushi Restaurant
94,Akabanebashi Station,35.6549696,139.74389250000002,ハドルカレーダイニング,35.65542830731475,139.7420385925087,Café
95,Akabanebashi Station,35.6549696,139.74389250000002,鉄板焼 蘭麻 麻布店,35.655991650256894,139.74288381012158,Steakhouse
96,Akabanebashi Station,35.6549696,139.74389250000002,The Prince Park Tower Tokyo (ザ・プリンス パークタワー東京),35.655466668092565,139.74707275629044,Hotel
97,Akabanebashi Station,35.6549696,139.74389250000002,新橋ベーカリー+カフェ三田店,35.654505,139.743969,Bakery
98,Akabanebashi Station,35.6549696,139.74389250000002,満州香,35.65627227117076,139.7442733246297,Chinese Restaurant
99,Akabanebashi Station,35.6549696,139.74389250000002,Iikura Park (飯倉公園),35.6556845027964,139.74358723531466,Park
100,Akabanebashi Station,35.6549696,139.74389250000002,Yomei-den (中国料理 陽明殿),35.65527914846558,139.74707207775137,Chinese Restaurant
101,Akabanebashi Station,35.6549696,139.74389250000002,パシフィックヘブン,35.655267,139.743743,Event Space
102,Akabanebashi Station,35.6549696,139.74389250000002,旬彩 本多,35.655615,139.741127,Japanese Restaurant
103,Akabanebashi Station,35.6549696,139.74389250000002,和風とんかつ はぎ乃,35.656888,139.74291,Tonkatsu Restaurant
104,Akabanebashi Station,35.6549696,139.74389250000002,Somerset Azabu East (サマセット麻布イースト),35.657327,139.744365,Hotel
105,Akabanebashi Station,35.6549696,139.74389250000002,Lawson (ローソン 三田一丁目店),35.654692,139.741902,Convenience Store
106,Akabanebashi Station,35.6549696,139.74389250000002,Yayoi (やよい軒 赤羽橋店),35.653566,139.745424,Japanese Restaurant
107,Akabanebashi Station,35.6549696,139.74389250000002,Sky Lounge Stellar Garden (スカイラウンジ ステラガーデン),35.655332,139.747017,Hotel Bar
108,Akabanebashi Station,35.6549696,139.74389250000002,Seijo Ishii (成城石井 東麻布店),35.65598104697951,139.7421212074542,Grocery Store
109,Akabanebashi Station,35.6549696,139.74389250000002,Ganesha Dining (ガネーシャ・ダイニング),35.65521055625012,139.74215576099422,Indian Restaurant
110,Akabanebashi Station,35.6549696,139.74389250000002,志な乃,35.65312325450156,139.74597627446775,Soba Restaurant
111,Akabanebashi Station,35.6549696,139.74389250000002,Tully's Coffee,35.65398814014103,139.74425241351128,Coffee Shop
112,Akabanebashi Station,35.6549696,139.74389250000002,Brise Verte (ブリーズヴェール),35.65534621642973,139.74713142497887,French Restaurant
113,Akabanebashi Station,35.6549696,139.74389250000002,かんてら,35.65569223501572,139.74303603172302,Japanese Restaurant
114,Akabanebashi Station,35.6549696,139.74389250000002,FamilyMart (ファミリーマート 東麻布一丁目店),35.65531,139.743426,Convenience Store
115,Akabanebashi Station,35.6549696,139.74389250000002,豆の家,35.653705,139.745368,Chinese Restaurant
116,Akabanebashi Station,35.6549696,139.74389250000002,セブンイレブン 三田国際ビル店,35.652653,139.744591,Convenience Store
117,Akabanebashi Station,35.6549696,139.74389250000002,FamilyMart (ファミリーマート 三田一丁目店),35.655053,139.740667,Convenience Store
118,Akabanebashi Station,35.6549696,139.74389250000002,セブンイレブン 済生会中央病院店,35.653702,139.743644,Convenience Store
119,Akabanebashi Station,35.6549696,139.74389250000002,KOSARI TOKYO,35.656535461490385,139.74249212160413,Korean Restaurant
120,Akabanebashi Station,35.6549696,139.74389250000002,Tully's Coffee (TULLY'S COFFEE 三田国際ビル店),35.6527611854891,139.7443562276796,Coffee Shop
121,Akabanebashi Station,35.6549696,139.74389250000002,横浜ラーメン 壱吉,35.655325276307934,139.7415617440487,Ramen Restaurant
122,Akabanebashi Station,35.6549696,139.74389250000002,マルエツ プチ 東麻布店,35.65751140520892,139.74396855745314,Grocery Store
123,Akabanebashi Station,35.6549696,139.74389250000002,ローソン Sザ・プリンスパークタワー東京店,35.655332,139.747017,Convenience Store
124,Akabanebashi Station,35.6549696,139.74389250000002,港区立 中ノ橋児童遊園,35.65479432232478,139.74198460578918,Playground
125,Akabanebashi Station,35.6549696,139.74389250000002,ZABUTTON,35.65540019655889,139.7420758008957,Hostel
126,Akabanebashi Station,35.6549696,139.74389250000002,中ノ橋バス停,35.654533143929626,139.74173049268612,Bus Stop
127,Akabanebashi Station,35.6549696,139.74389250000002,中之橋交差点,35.65454913809998,139.7414481639862,Intersection
128,Akabanebashi Station,35.6549696,139.74389250000002,のびのび広場,35.65713274520324,139.74536394644684,Playground
129,Akabanebashi Station,35.6549696,139.74389250000002,Hamashiba (濱芝),35.655332,139.747017,Sushi Restaurant
130,Akabanebashi Station,35.6549696,139.74389250000002,cométe,35.654643,139.740733,Bakery
131,Akado-shōgakkōmae Station,35.7428607,139.7690418,7-Eleven (セブンイレブン 荒川おぐぎんざ店),35.742653,139.766917,Convenience Store
132,Akado-shōgakkōmae Station,35.7428607,139.7690418,トミエストア,35.74408588,139.767199,Grocery Store
133,Akado-shōgakkōmae Station,35.7428607,139.7690418,7-Eleven (セブンイレブン 東尾久店),35.74386413966472,139.76939141750336,Convenience Store
134,Akado-shōgakkōmae Station,35.7428607,139.7690418,Ramen Kagetsu Arashi (らあめん花月嵐 東尾久店),35.742157,139.769126,Ramen Restaurant
135,Akado-shōgakkōmae Station,35.7428607,139.7690418,チャミヤラ キッチン,35.74201029010119,139.7700834274292,Indian Restaurant
136,Akado-shōgakkōmae Station,35.7428607,139.7690418,Ogu Ginza (尾久銀座),35.74321635533827,139.7670565545559,Shopping Plaza
137,Akado-shōgakkōmae Station,35.7428607,139.7690418,Tokyo Guest House B&B Hostel (東京ゲストハウス B&B ホステル),35.74317169189453,139.7712860107422,Hostel
138,Akado-shōgakkōmae Station,35.7428607,139.7690418,南進堂書店,35.7442003517078,139.76726442575455,Bookstore
139,Akado-shōgakkōmae Station,35.7428607,139.7690418,東尾久本町通 交差点,35.745077,139.769306,Intersection
140,Akado-shōgakkōmae Station,35.7428607,139.7690418,つけ麺 らーめん まる文,35.74506093799768,139.76966878963913,Ramen Restaurant
141,Akado-shōgakkōmae Station,35.7428607,139.7690418,snookerclub.net,35.74506678091889,139.76820588111877,Pool Hall
142,Akado-shōgakkōmae Station,35.7428607,139.7690418,オリジン弁当 熊野前店,35.74524964417029,139.76906150579453,Deli / Bodega
143,Akasaka-mitsuke Station,35.6782157,139.7356589,SIROTAE (西洋菓子 しろたえ 赤坂),35.676474,139.735175,Dessert Shop
144,Akasaka-mitsuke Station,35.6782157,139.7356589,The Prince Gallery Tokyo Kioicho (ザ・プリンスギャラリー東京紀尾井町),35.679757,139.736928,Hotel
145,Akasaka-mitsuke Station,35.6782157,139.7356589,Kuronekoyoru (黒猫夜),35.67662593849092,139.73681191325633,Chinese Restaurant
146,Akasaka-mitsuke Station,35.6782157,139.7356589,YONA YONA BEER WORKS,35.677266,139.737477,Gastropub
147,Akasaka-mitsuke Station,35.6782157,139.7356589,NINJA AKASAKA,35.67793238036605,139.7366893356178,Seafood Restaurant
148,Akasaka-mitsuke Station,35.6782157,139.7356589,Garden Lounge (ガーデンラウンジ),35.67981743463721,139.73496161195726,Café
149,Akasaka-mitsuke Station,35.6782157,139.7356589,Honolulu Coffee (ホノルルコーヒー 赤坂見附店),35.67753,139.736142,Coffee Shop
150,Akasaka-mitsuke Station,35.6782157,139.7356589,Hotel New Otani Garden Tower (ホテルニューオータニ ガーデンタワー),35.679574272484935,139.73503029450058,Hotel
151,Akasaka-mitsuke Station,35.6782157,139.7356589,Japanese Garden - Hotel New Otani (ホテルニューオータニ 日本庭園),35.680127291141424,139.73439104428883,Garden
152,Akasaka-mitsuke Station,35.6782157,139.7356589,Tokyo Aburagumi Sohonten (東京油組総本店 赤坂見附組),35.6765172054966,139.73661273932694,Ramen Restaurant
153,Akasaka-mitsuke Station,35.6782157,139.7356589,Rokuhara (六波羅),35.6761217459776,139.73581267925744,Kushikatsu Restaurant
154,Akasaka-mitsuke Station,35.6782157,139.7356589,Akasaka Umaya (赤坂うまや),35.676083,139.735326,Japanese Restaurant
155,Akasaka-mitsuke Station,35.6782157,139.7356589,La Maison Kioi,35.679718,139.737845,French Restaurant
156,Akasaka-mitsuke Station,35.6782157,139.7356589,Starbucks (Starbucks Coffee),35.67911285632582,139.73779499530792,Coffee Shop
157,Akasaka-mitsuke Station,35.6782157,139.7356589,ねぎし 赤坂見附店,35.67753,139.736142,Japanese Restaurant
158,Akasaka-mitsuke Station,35.6782157,139.7356589,La Précieuse,35.67979592129086,139.73766447303558,Café
159,Akasaka-mitsuke Station,35.6782157,139.7356589,レストラン 河鹿,35.6775515264124,139.73641913984144,Yoshoku Restaurant
160,Akasaka-mitsuke Station,35.6782157,139.7356589,Hotel New Otani (ホテルニューオータニ),35.68029966798324,139.73471899282066,Hotel
161,Akasaka-mitsuke Station,35.6782157,139.7356589,Tokyo Garden Terrace Kioicho (東京ガーデンテラス紀尾井町),35.67954424730278,139.73697423934937,Shopping Mall
162,Akasaka-mitsuke Station,35.6782157,139.7356589,HOOTERS AKASAKA,35.67679,139.737504,Sports Bar
163,Akasaka-mitsuke Station,35.6782157,139.7356589,DEAN & DELUCA,35.67920872118891,139.73665237426758,Café
164,Akasaka-mitsuke Station,35.6782157,139.7356589,Akasaka Ozeki (赤坂大関),35.675588,139.736376,BBQ Joint
165,Akasaka-mitsuke Station,35.6782157,139.7356589,九州郷土料理 赤坂有薫,35.677266,139.737477,Japanese Restaurant
166,Akasaka-mitsuke Station,35.6782157,139.7356589,Ostrea (オストレア 赤坂見附店),35.6761366805572,139.73696690023627,Seafood Restaurant
167,Akasaka-mitsuke Station,35.6782157,139.7356589,Garb Central,35.67947017023017,139.7370171546936,Bistro
168,Akasaka-mitsuke Station,35.6782157,139.7356589,真空管,35.676345108598916,139.7361650478713,Bar
169,Akasaka-mitsuke Station,35.6782157,139.7356589,Chen Mapo Tofu (陳麻婆豆腐),35.67781478447099,139.73669410933206,Szechuan Restaurant
170,Akasaka-mitsuke Station,35.6782157,139.7356589,ビックドラッグ赤坂見附,35.67704710117612,139.73694920342226,Pharmacy
171,Akasaka-mitsuke Station,35.6782157,139.7356589,串屋 松吉,35.67620199564515,139.73704934120178,Yakitori Restaurant
172,Akasaka-mitsuke Station,35.6782157,139.7356589,Erick South (エリックサウス),35.67918702874993,139.7371383262566,South Indian Restaurant
173,Akasaka-mitsuke Station,35.6782157,139.7356589,望蜀瀘,35.675671,139.735568,Szechuan Restaurant
174,Akasaka-mitsuke Station,35.6782157,139.7356589,Centurion Hotel Grand Akasaka (センチュリオンホテルグランド赤坂),35.67577494427893,139.73650753498077,Hotel
175,Akasaka-mitsuke Station,35.6782157,139.7356589,Tang Dynasty Toshomen (唐朝刀削麺),35.6766645526105,139.73761394619942,Chinese Restaurant
176,Akasaka-mitsuke Station,35.6782157,139.7356589,Seijo Ishii (成城石井),35.679252,139.738005,Supermarket
177,Akasaka-mitsuke Station,35.6782157,139.7356589,Steak Kuni (炭焼ステーキくに 赤坂店),35.676243313457455,139.73763898769627,Steakhouse
178,Akasaka-mitsuke Station,35.6782157,139.7356589,Brasilica Grill Churrascaria (ブラジリカ グリル),35.67600541871921,139.73662562915732,Brazilian Restaurant
179,Akasaka-mitsuke Station,35.6782157,139.7356589,Yagenbori (やげんぼり),35.675649,139.736322,Japanese Restaurant
180,Akasaka-mitsuke Station,35.6782157,139.7356589,Sauna Resort Oriental (サウナリゾート オリエンタル),35.67577702717834,139.73657979062136,Sauna / Steam Room
181,Akebonobashi Station,35.692389,139.72286100000002,Toka (鯛塩そば 灯花),35.690911,139.721704,Ramen Restaurant
182,Akebonobashi Station,35.692389,139.72286100000002,キッチン どろまみれ,35.69070949016734,139.7225345671177,Sake Bar
183,Akebonobashi Station,35.692389,139.72286100000002,Hiromiya (ヒロミヤ),35.69324750449661,139.7198382560905,BBQ Joint
184,Akebonobashi Station,35.692389,139.72286100000002,福餃子,35.692876478326156,139.72124981930915,Dumpling Restaurant
185,Akebonobashi Station,35.692389,139.72286100000002,小麦と酵母 満 曙橋本店,35.692862,139.722801,Bakery
186,Akebonobashi Station,35.692389,139.72286100000002,Haruichi (濃厚鶏そば 晴壱),35.69211490014907,139.72069587821565,Ramen Restaurant
187,Akebonobashi Station,35.692389,139.72286100000002,もつ焼き のんき 四谷店,35.690397,139.721603,Sake Bar
188,Akebonobashi Station,35.692389,139.72286100000002,Ikinari Steak (いきなり!ステーキ あけぼのばし店),35.692865860699044,139.72125710851475,Steakhouse
189,Akebonobashi Station,35.692389,139.72286100000002,焼肉 名門,35.690155631684604,139.72165279502917,BBQ Joint
190,Akebonobashi Station,35.692389,139.72286100000002,Billy The Kid 市ヶ谷店,35.69205297341569,139.7259314833425,Steakhouse
191,Akebonobashi Station,35.692389,139.72286100000002,FamilyMart (ファミリーマート),35.692365080941435,139.72267270088196,Convenience Store
192,Akebonobashi Station,35.692389,139.72286100000002,一心らーめん,35.69038451498254,139.72204482775857,Ramen Restaurant
193,Akebonobashi Station,35.692389,139.72286100000002,Lawson (ローソン 新宿荒木町店),35.691711,139.723739,Convenience Store
194,Akebonobashi Station,35.692389,139.72286100000002,Sukiya (すき家 曙橋店),35.693708,139.721085,Donburi Restaurant
195,Akebonobashi Station,35.692389,139.72286100000002,Hidakaya (日高屋 曙橋店),35.693228,139.721524,Chinese Restaurant
196,Akebonobashi Station,35.692389,139.72286100000002,赤身とホルモン焼 のんき,35.6905392,139.7216863,BBQ Joint
197,Akebonobashi Station,35.692389,139.72286100000002,麺匠 克味,35.69266107501178,139.7228842779843,Ramen Restaurant
198,Akebonobashi Station,35.692389,139.72286100000002,麺屋 西川,35.69225428127701,139.7210537481289,Ramen Restaurant
199,Akebonobashi Station,35.692389,139.72286100000002,油そば専門店 GACHI,35.69266210011373,139.7229171673769,Ramen Restaurant
200,Akebonobashi Station,35.692389,139.72286100000002,りんごの花,35.69041,139.722369,Sake Bar
201,Akebonobashi Station,35.692389,139.72286100000002,7-Eleven (セブンイレブン 新宿曙橋駅東店),35.69305,139.72389,Convenience Store
202,Akebonobashi Station,35.692389,139.72286100000002,Doutor Coffee Shop (ドトールコーヒーショップ 曙橋店),35.69247716320481,139.7233192120384,Coffee Shop
203,Akebonobashi Station,35.692389,139.72286100000002,7-Eleven (セブンイレブン 新宿市谷台町店),35.693351,139.720215,Convenience Store
204,Akebonobashi Station,35.692389,139.72286100000002,7-Eleven (セブンイレブン 新宿曙橋通り店),35.693105,139.720985,Convenience Store
205,Akebonobashi Station,35.692389,139.72286100000002,とんかつ 山さき,35.69285050276218,139.7214644141258,Tonkatsu Restaurant
206,Akebonobashi Station,35.692389,139.72286100000002,Matsuya (松屋 曙橋店),35.69218863145559,139.72289264202118,Donburi Restaurant
207,Akebonobashi Station,35.692389,139.72286100000002,Lawson Store 100 (ローソンストア100 新宿住吉町店),35.693392,139.721293,Convenience Store
208,Akebonobashi Station,35.692389,139.72286100000002,FamilyMart (ファミリーマート 曙橋店),35.69247492397966,139.72231656161838,Convenience Store
209,Akebonobashi Station,35.692389,139.72286100000002,Ace Inn Shinjuku (エースイン新宿),35.69236744539651,139.724422118766,Bed & Breakfast
210,Akebonobashi Station,35.692389,139.72286100000002,CoCo Ichibanya (CoCo壱番屋 新宿区曙橋駅前店),35.69244050467703,139.72208848082303,Japanese Curry Restaurant
211,Akebonobashi Station,35.692389,139.72286100000002,Hotel Bougainvillea (ホテル ブーゲンビリア),35.692695,139.724937,Hotel
212,Akebonobashi Station,35.692389,139.72286100000002,香港ダイニング 楽膳坊,35.69239163294118,139.72292116915284,Chinese Restaurant
213,Akebonobashi Station,35.692389,139.72286100000002,新川屋酒店,35.692350056940974,139.72420780657447,Liquor Store
214,Akebonobashi Station,35.692389,139.72286100000002,FLORIST KANOCHE フローリスト カノシェ,35.693095,139.721479,Flower Shop
215,Akebonobashi Station,35.692389,139.72286100000002,定食酒場食堂,35.691766,139.724304,Diner
216,Akebonobashi Station,35.692389,139.72286100000002,住吉町交差点,35.692449917109464,139.72154975752008,Intersection
217,Akebonobashi Station,35.692389,139.72286100000002,イム アロイ,35.691711,139.723739,Thai Restaurant
218,Akebonobashi Station,35.692389,139.72286100000002,大衆割烹 よしうら,35.6922919762099,139.72455698547807,Japanese Restaurant
219,Akebonobashi Station,35.692389,139.72286100000002,オリーブ 曙橋,35.692842,139.721393,Japanese Restaurant
