,station,station Latitude,station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
41,Akabane Station,35.7781394,139.7207999,昔ながらの喫茶店 友路有 赤羽2号店,35.77920457889572,139.72224470224504,Tea Room
42,Akabane Station,35.7781394,139.7207999,Natsumi (麺処 夏海),35.7796841140857,139.7200966399026,Ramen Restaurant
43,Akabane Station,35.7781394,139.7207999,Good Meat Bar (グッドミートバル),35.78081179344789,139.72024310149155,Italian Restaurant
44,Akabane Station,35.7781394,139.7207999,Beans Akabane (ビーンズ赤羽),35.77764899044025,139.7212940454483,Shopping Mall
45,Akabane Station,35.7781394,139.7207999,プチモンド,35.7810363,139.7181031,Dessert Shop
46,Akabane Station,35.7781394,139.7207999,いくどん 赤羽店,35.77985125932696,139.72105463569014,BBQ Joint
47,Akabane Station,35.7781394,139.7207999,生鮮食品館 FUJI GARDEN 赤羽店,35.77919976622439,139.71940248533053,Grocery Store
48,Akabane Station,35.7781394,139.7207999,Daiso (ダイソー LaLaガーデン赤羽店),35.779294732803265,139.72341298889145,Discount Store
49,Akabane Station,35.7781394,139.7207999,Yoshoku Ishida (洋食 いしだ),35.78198901137506,139.7236567536971,Diner
50,Akabane Station,35.7781394,139.7207999,きんの蔵,35.779595594988535,139.72134558713822,Sake Bar
51,Akabane Station,35.7781394,139.7207999,鯵家,35.77967,139.72375,Japanese Restaurant
52,Akabane Station,35.7781394,139.7207999,桜商店603,35.77775861183415,139.7221742402779,Sake Bar
53,Akabane Station,35.7781394,139.7207999,Bar NacaNaca (麦酒酒場 Bar NakaNaka),35.78026878097429,139.71983689423527,Italian Restaurant
54,Akabane Station,35.7781394,139.7207999,ダンボ (暖母),35.781104,139.7223,Café
55,Akabane Station,35.7781394,139.7207999,酒・立ち飲み 喜多屋,35.77753906459168,139.72205145747898,Sake Bar
56,Akabane Station,35.7781394,139.7207999,インド食堂バーワルチー,35.77930413544778,139.72035815797142,Indian Restaurant
57,Akabane Station,35.7781394,139.7207999,Starbucks (Starbucks Coffee),35.77851043573118,139.72019795564165,Coffee Shop
58,Akabane Station,35.7781394,139.7207999,Kushikatsu Tanaka (串カツ田中 赤羽店),35.779538925736944,139.7216782693543,Kushikatsu Restaurant
59,Akabane Station,35.7781394,139.7207999,Daiwa Roynet Hotel Tokyo-Akabane (ダイワロイネットホテル東京赤羽),35.77746075327794,139.72239627680813,Hotel
60,Akabane Station,35.7781394,139.7207999,Gyoza Ohsho (餃子の王将 赤羽駅南口店),35.7760054885749,139.722339570881,Dumpling Restaurant
61,Akabane Station,35.7781394,139.7207999,麺 高はし,35.78097954491027,139.72060315357024,Ramen Restaurant
62,Akabane Station,35.7781394,139.7207999,Sobaichi (そばいち),35.777852,139.721096,Soba Restaurant
63,Akabane Station,35.7781394,139.7207999,Kushikatsu Dengana (串かつ でんがな 赤羽店),35.779570458486006,139.72114388694854,Kushikatsu Restaurant
64,Akabane Station,35.7781394,139.7207999,Kaburaya (かぶら屋 赤羽店),35.779396390928,139.7211299472907,Sake Bar
65,Akabane Station,35.7781394,139.7207999,Osaka Ohsho (大阪王将),35.77899776464219,139.72047512355962,Dumpling Restaurant
66,Akabane Station,35.7781394,139.7207999,Akabane Ichiban-gai (赤羽一番街),35.77957437110174,139.72083085395556,Shopping Mall
67,Akabane Station,35.7781394,139.7207999,ホルモン焼肉 縁 赤羽店,35.77952177753416,139.7216885644651,BBQ Joint
68,Akabane Station,35.7781394,139.7207999,Seiyu (西友 赤羽店),35.77830892905361,139.72366845004674,Supermarket
69,Akabane Station,35.7781394,139.7207999,お菓子の種屋,35.78159231155182,139.7219417989254,Candy Store
70,Akabane Station,35.7781394,139.7207999,Akabane Station (赤羽駅),35.777742345121595,139.72106528905618,Train Station
71,Akabane Station,35.7781394,139.7207999,Akabane Park (赤羽公園),35.777705567839156,139.72460389137268,Park
72,Akabane Station,35.7781394,139.7207999,Torikizoku (鳥貴族 赤羽東口駅前店),35.77868122663317,139.72120511399655,Sake Bar
73,Akabane Station,35.7781394,139.7207999,しじゅうごえん,35.77688519161469,139.72030565142632,Bar
74,Akabane Station,35.7781394,139.7207999,Local Stand Tokyo Bar (Local Stand 東京バル),35.777316670146575,139.72117508854512,Bar
75,Akabane Station,35.7781394,139.7207999,焙煎汐蕎麦処 金字塔,35.782294,139.719393,Ramen Restaurant
76,Akabane Station,35.7781394,139.7207999,大勝軒 まるいち 赤羽店,35.77820303022293,139.7220299710647,Ramen Restaurant
77,Akabane Station,35.7781394,139.7207999,Baskin-Robbins (サーティワンアイスクリーム),35.77700423722788,139.72080540516524,Ice Cream Shop
78,Akabane Station,35.7781394,139.7207999,McDonald's (マクドナルド 赤羽公園店),35.77903072879833,139.72380309257684,Fast Food Restaurant
79,Akabane Station,35.7781394,139.7207999,SPAGHETTERIA LALA ラーラ 赤羽店,35.77934629489388,139.72454488277435,Italian Restaurant
80,Akabane Station,35.7781394,139.7207999,すしざんまい得得 赤羽店,35.7796272863006,139.721723494018,Sushi Restaurant
81,Akabane Station,35.7781394,139.7207999,MUJI (無印良品),35.777442530411506,139.72013473470787,Clothing Store
82,Akabane Station,35.7781394,139.7207999,自家製麺 ほうきぼし 赤羽駅前店,35.77606208680313,139.72272366285324,Ramen Restaurant
83,Akabane Station,35.7781394,139.7207999,カレー＆キッチン りんりん,35.77982373451228,139.7238699513607,Japanese Curry Restaurant
84,Akabane Station,35.7781394,139.7207999,佐藤商店,35.77948006758347,139.7214948296005,Sake Bar
85,Akabane Station,35.7781394,139.7207999,鉄板酒場鐵一 赤羽店,35.779570251481694,139.7209504830363,Sake Bar
86,Akabane Station,35.7781394,139.7207999,Sports Authority (スポーツオーソリティ),35.77976420712157,139.7197419704234,Sporting Goods Shop
87,Akabane Station,35.7781394,139.7207999,7-Eleven (セブンイレブン 赤羽駅西口店),35.77693531723161,139.71998213225334,Convenience Store
88,Akabane Station,35.7781394,139.7207999,Torikizoku (鳥貴族 赤羽店),35.779596738264324,139.72123874158012,Sake Bar
89,Akabane Station,35.7781394,139.7207999,ローソン 赤羽西一丁目店,35.779116901435806,139.7194398770283,Convenience Store
90,Akabane Station,35.7781394,139.7207999,KFC (ケンタッキーフライドチキン),35.778475818605735,139.72019466488587,Fried Chicken Joint
91,Akabane Station,35.7781394,139.7207999,FamilyMart (ファミリーマート 赤羽駅東口店),35.77969445543131,139.72087025642395,Convenience Store
92,Akabane Station,35.7781394,139.7207999,Subway (SUBWAY 赤羽駅西口店),35.77781872251619,139.71976518630981,Sandwich Place
93,Akabane Station,35.7781394,139.7207999,ローソンストア100 赤羽駅南口店,35.777889145762266,139.7221598860914,Convenience Store
94,Akabane Station,35.7781394,139.7207999,FamilyMart (ファミリーマート 赤羽一丁目店),35.77907350908579,139.72179354018033,Convenience Store
95,Akabane Station,35.7781394,139.7207999,CoCo Ichibanya (CoCo壱番屋 赤羽LaLaガーデン店),35.779313290682204,139.722894095079,Japanese Curry Restaurant
96,Akabane Station,35.7781394,139.7207999,セガ赤羽,35.77911595774727,139.7223803332005,Arcade
97,Akabane Station,35.7781394,139.7207999,FamilyMart (ファミリーマート 赤羽駅西口店),35.778114904690746,139.71993458478303,Convenience Store
98,Akabane Station,35.7781394,139.7207999,bonne viande (肉屋直営ビストロ ボンビアンドゥ),35.780826306015015,139.72023841393093,Bistro
99,Akabane Station,35.7781394,139.7207999,Yoshinoya (吉野家 赤羽東口店),35.779426014161594,139.72212926814814,Donburi Restaurant
100,Akabane Station,35.7781394,139.7207999,Ministop (ミニストップ 赤羽東口店),35.77910178518172,139.7222662734022,Convenience Store
101,Akabane Station,35.7781394,139.7207999,FamilyMart (ファミリーマート 赤羽南店),35.776974700093504,139.72293930692254,Convenience Store
102,Akabane Station,35.7781394,139.7207999,BAGEL & BAGEL,35.77739912117216,139.72125419176956,Bagel Shop
103,Akabane Station,35.7781394,139.7207999,Jexer Fitness Club (ジェクサーフィットネスクラブ赤羽),35.77521251307591,139.72237471676502,Gym
104,Akabane Station,35.7781394,139.7207999,Sガスト 赤羽すずらん通り店,35.77931678860378,139.7230085954996,Restaurant
105,Akabane Station,35.7781394,139.7207999,Yayoi (やよい軒 赤羽店),35.78123629028545,139.72252097972225,Japanese Restaurant
106,Akabane Station,35.7781394,139.7207999,Seria (セリア),35.77944700050788,139.7250814967681,Discount Store
107,Akabane Station,35.7781394,139.7207999,Daily Yamazaki (デイリーヤマザキ 赤羽駅南口店),35.7764804405448,139.72138792276382,Convenience Store
108,Akabane Station,35.7781394,139.7207999,Sukiya (すき家 赤羽南口店),35.776362537866966,139.7222455433944,Donburi Restaurant
109,Akabane Station,35.7781394,139.7207999,カレー厨房,35.77714437968026,139.72138541926765,Japanese Curry Restaurant
110,Akabane Station,35.7781394,139.7207999,FamilyMart (ファミリーマート 赤羽駅南店),35.77594944952111,139.7224427994725,Convenience Store
111,Akabane Station,35.7781394,139.7207999,MOS Burger (モスバーガー 赤羽南口店),35.777307781417754,139.72172982689662,Fast Food Restaurant
112,Akabane Station,35.7781394,139.7207999,ブックストア談 赤羽店,35.779048,139.72226,Bookstore
113,Akabane Station,35.7781394,139.7207999,St. Marc Café (サンマルクカフェ 東京赤羽店),35.77934211860098,139.72344811088348,Coffee Shop
114,Akabane Station,35.7781394,139.7207999,マツモトキヨシ 赤羽すずらんストリート店,35.77938596455312,139.72376405311402,Pharmacy
115,Akabane Station,35.7781394,139.7207999,7-Eleven (セブンイレブン  北区赤羽2丁目店),35.780049,139.72538,Convenience Store
116,Akabane Station,35.7781394,139.7207999,Lawson (ローソン 赤羽稲付店),35.77411546700315,139.7211014747311,Convenience Store
117,Akabane Station,35.7781394,139.7207999,Apire (赤羽アピレ),35.777148522077674,139.720207254053,Shopping Mall
118,Akabane Station,35.7781394,139.7207999,Amica (アミカ 赤羽西口店),35.77542684151428,139.72045356872516,Supermarket
119,Akabane Station,35.7781394,139.7207999,八幡蕎麦 赤羽屋,35.7816684116684,139.7179073188719,Soba Restaurant
120,Akabane Station,35.7781394,139.7207999,FamilyMart (ファミリーマート 赤羽二丁目店),35.78200520147619,139.7225526359535,Convenience Store
121,Akabane Station,35.7781394,139.7207999,せい家 赤羽店,35.77933263655675,139.72400299217054,Ramen Restaurant
122,Akabane Station,35.7781394,139.7207999,Tsukemen Tetsu (つけめんTETSU 赤羽店),35.77928931435673,139.7227770528583,Ramen Restaurant
123,Akabane Station,35.7781394,139.7207999,Tokyo Tonkotsu Base Made by Ippudo (TOKYO豚骨BASE MADE by 博多一風堂),35.77705949711225,139.72156343969752,Ramen Restaurant
124,Akabane-iwabuchi Station,35.783147,139.7200438,Yoneyama (米山),35.78191810824417,139.71878319604832,Sake Bar
125,Akabane-iwabuchi Station,35.783147,139.7200438,Maruken Suisan (丸健水産),35.78009100357416,139.72083482622043,Sake Bar
126,Akabane-iwabuchi Station,35.783147,139.7200438,Marumasuya (まるます家 総本店),35.7800138110115,139.72057919773826,Unagi Restaurant
127,Akabane-iwabuchi Station,35.783147,139.7200438,川栄,35.7801004,139.7201307,Japanese Restaurant
128,Akabane-iwabuchi Station,35.783147,139.7200438,プチモンド,35.7810363,139.7181031,Dessert Shop
129,Akabane-iwabuchi Station,35.783147,139.7200438,Kakujo Gyorui (角上魚類 赤羽店),35.77935795359236,139.71928385029756,Fish Market
130,Akabane-iwabuchi Station,35.783147,139.7200438,Yoshoku Ishida (洋食 いしだ),35.78198901137506,139.7236567536971,Diner
131,Akabane-iwabuchi Station,35.783147,139.7200438,Good Meat Bar (グッドミートバル),35.78081179344789,139.72024310149155,Italian Restaurant
132,Akabane-iwabuchi Station,35.783147,139.7200438,焙煎汐蕎麦処 金字塔,35.782294,139.719393,Ramen Restaurant
133,Akabane-iwabuchi Station,35.783147,139.7200438,ダンボ (暖母),35.781104,139.7223,Café
134,Akabane-iwabuchi Station,35.783147,139.7200438,赤羽 トロ函,35.779909293390645,139.7205963042844,Sake Bar
135,Akabane-iwabuchi Station,35.783147,139.7200438,もつ焼 のんき 赤羽店,35.7801051,139.7201301,Sake Bar
136,Akabane-iwabuchi Station,35.783147,139.7200438,お菓子の種屋,35.78159231155182,139.7219417989254,Candy Store
137,Akabane-iwabuchi Station,35.783147,139.7200438,Aka-Baru Retze (赤バル RETZE),35.779538871379565,139.72123235464096,Bar
138,Akabane-iwabuchi Station,35.783147,139.7200438,麺 高はし,35.78097954491027,139.72060315357024,Ramen Restaurant
139,Akabane-iwabuchi Station,35.783147,139.7200438,Bar NacaNaca (麦酒酒場 Bar NakaNaka),35.78026878097429,139.71983689423527,Italian Restaurant
140,Akabane-iwabuchi Station,35.783147,139.7200438,Natsumi (麺処 夏海),35.7796841140857,139.7200966399026,Ramen Restaurant
141,Akabane-iwabuchi Station,35.783147,139.7200438,いくどん 赤羽店,35.77985125932696,139.72105463569014,BBQ Joint
142,Akabane-iwabuchi Station,35.783147,139.7200438,生鮮食品館 FUJI GARDEN 赤羽店,35.77919976622439,139.71940248533053,Grocery Store
143,Akabane-iwabuchi Station,35.783147,139.7200438,昔ながらの喫茶店 友路有 赤羽2号店,35.77920457889572,139.72224470224504,Tea Room
144,Akabane-iwabuchi Station,35.783147,139.7200438,きんの蔵,35.779595594988535,139.72134558713822,Sake Bar
145,Akabane-iwabuchi Station,35.783147,139.7200438,インド食堂バーワルチー,35.77930413544778,139.72035815797142,Indian Restaurant
146,Akabane-iwabuchi Station,35.783147,139.7200438,Kushikatsu Tanaka (串カツ田中 赤羽店),35.779538925736944,139.7216782693543,Kushikatsu Restaurant
147,Akabane-iwabuchi Station,35.783147,139.7200438,Kushikatsu Dengana (串かつ でんがな 赤羽店),35.779570458486006,139.72114388694854,Kushikatsu Restaurant
148,Akabane-iwabuchi Station,35.783147,139.7200438,Akabane Ichiban-gai (赤羽一番街),35.77957437110174,139.72083085395556,Shopping Mall
149,Akabane-iwabuchi Station,35.783147,139.7200438,Kaburaya (かぶら屋 赤羽店),35.779396390928,139.7211299472907,Sake Bar
150,Akabane-iwabuchi Station,35.783147,139.7200438,Yayoi (やよい軒 赤羽店),35.78123629028545,139.72252097972225,Japanese Restaurant
151,Akabane-iwabuchi Station,35.783147,139.7200438,八幡蕎麦 赤羽屋,35.7816684116684,139.7179073188719,Soba Restaurant
152,Akabane-iwabuchi Station,35.783147,139.7200438,ホルモン焼肉 縁 赤羽店,35.77952177753416,139.7216885644651,BBQ Joint
153,Akabane-iwabuchi Station,35.783147,139.7200438,Osaka Ohsho (大阪王将),35.77899776464219,139.72047512355962,Dumpling Restaurant
154,Akabane-iwabuchi Station,35.783147,139.7200438,FamilyMart (ファミリーマート 赤羽二丁目店),35.78200520147619,139.7225526359535,Convenience Store
155,Akabane-iwabuchi Station,35.783147,139.7200438,すしざんまい得得 赤羽店,35.7796272863006,139.721723494018,Sushi Restaurant
156,Akabane-iwabuchi Station,35.783147,139.7200438,FamilyMart (ファミリーマート 赤羽岩淵町店),35.784549377791436,139.72310472653524,Convenience Store
157,Akabane-iwabuchi Station,35.783147,139.7200438,Sports Authority (スポーツオーソリティ),35.77976420712157,139.7197419704234,Sporting Goods Shop
158,Akabane-iwabuchi Station,35.783147,139.7200438,鉄板酒場鐵一 赤羽店,35.779570251481694,139.7209504830363,Sake Bar
159,Akabane-iwabuchi Station,35.783147,139.7200438,佐藤商店,35.77948006758347,139.7214948296005,Sake Bar
160,Akabane-iwabuchi Station,35.783147,139.7200438,FamilyMart (ファミリーマート 赤羽駅東口店),35.77969445543131,139.72087025642395,Convenience Store
161,Akabane-iwabuchi Station,35.783147,139.7200438,Torikizoku (鳥貴族 赤羽店),35.779596738264324,139.72123874158012,Sake Bar
162,Akabane-iwabuchi Station,35.783147,139.7200438,ローソン 赤羽西一丁目店,35.779116901435806,139.7194398770283,Convenience Store
163,Akabane-iwabuchi Station,35.783147,139.7200438,CoCo Ichibanya (CoCo壱番屋 赤羽LaLaガーデン店),35.779313290682204,139.722894095079,Japanese Curry Restaurant
164,Akabane-iwabuchi Station,35.783147,139.7200438,FamilyMart (ファミリーマート 赤羽一丁目店),35.77907350908579,139.72179354018033,Convenience Store
165,Akabane-iwabuchi Station,35.783147,139.7200438,セガ赤羽,35.77911595774727,139.7223803332005,Arcade
166,Akabane-iwabuchi Station,35.783147,139.7200438,Yoshinoya (吉野家 赤羽東口店),35.779426014161594,139.72212926814814,Donburi Restaurant
167,Akabane-iwabuchi Station,35.783147,139.7200438,埼玉高速鉄道 赤羽岩淵駅 (SR19),35.78348067524163,139.7217512688618,Train Station
168,Akabane-iwabuchi Station,35.783147,139.7200438,Namboku Line Akabane-iwabuchi Station (N19) (南北線 赤羽岩淵駅),35.783450069572936,139.72177865736282,Metro Station
169,Akabane-iwabuchi Station,35.783147,139.7200438,焼鳥&地ビール わたる,35.783345,139.721835,Yakitori Restaurant
170,Akabane-iwabuchi Station,35.783147,139.7200438,ブックストア談 赤羽店,35.779048,139.72226,Bookstore
171,Akabane-iwabuchi Station,35.783147,139.7200438,赤羽岩淵駅交差点,35.78455297155382,139.7231032371227,Intersection
172,Akabane-iwabuchi Station,35.783147,139.7200438,小山酒造,35.78455623775221,139.72310107983446,Brewery
173,Akabane-iwabuchi Station,35.783147,139.7200438,新荒川大橋交差点,35.7845684902292,139.72310794371546,Intersection
174,Akabane-iwabuchi Station,35.783147,139.7200438,岩の湯,35.78461172176678,139.72309155641094,Bath House
175,Akabane-iwabuchi Station,35.783147,139.7200438,小山酒店,35.78461934787454,139.72308387815292,Liquor Store
176,Akabane-iwabuchi Station,35.783147,139.7200438,AERU COFFEE STOP,35.7846165212923,139.72308988474245,Coffee Shop
177,Akabane-iwabuchi Station,35.783147,139.7200438,Tsukemen Tetsu (つけめんTETSU 赤羽店),35.77928931435673,139.7227770528583,Ramen Restaurant
178,Akabane-iwabuchi Station,35.783147,139.7200438,洋服の青山 赤羽東口店,35.7797334437975,139.72244697860435,Men's Store
179,Akabane-iwabuchi Station,35.783147,139.7200438,坐・和民 赤羽東口店,35.77951164456109,139.72248860075626,Sake Bar
180,Akabane-iwabuchi Station,35.783147,139.7200438,日本橋 いけ増 赤羽店,35.779372406987086,139.72276121377945,Sake Bar
181,Akabane-iwabuchi Station,35.783147,139.7200438,アジアンパーム,35.77943985063456,139.7230725417344,Asian Restaurant
182,Akabanebashi Station,35.6549696,139.74389250000002,TOWERS188,35.65709138952451,139.7439157962799,American Restaurant
183,Akabanebashi Station,35.6549696,139.74389250000002,Tokyo Shiba Tofuya Ukai (東京芝 とうふ屋うかい),35.657404014165465,139.74540584420157,Kaiseki Restaurant
184,Akabanebashi Station,35.6549696,139.74389250000002,うらまきや,35.656773,139.742534,Sushi Restaurant
185,Akabanebashi Station,35.6549696,139.74389250000002,Pizza Studio Tamaki (ピッツァスタジオタマキ (PST)),35.65561359255362,139.7441936608215,Pizza Place
186,Akabanebashi Station,35.6549696,139.74389250000002,Nodaiwa (五代目 野田岩),35.65814149697434,139.74342428147793,Unagi Restaurant
187,Akabanebashi Station,35.6549696,139.74389250000002,ハドルカレーダイニング,35.65542830731475,139.7420385925087,Café
188,Akabanebashi Station,35.6549696,139.74389250000002,The Prince Park Tower Tokyo (ザ・プリンス パークタワー東京),35.655466668092565,139.74707275629044,Hotel
189,Akabanebashi Station,35.6549696,139.74389250000002,Tokyo Tower (東京タワー),35.65857854321072,139.74544197320938,Monument / Landmark
190,Akabanebashi Station,35.6549696,139.74389250000002,Yomei-den (中国料理 陽明殿),35.65527914846558,139.74707207775137,Chinese Restaurant
191,Akabanebashi Station,35.6549696,139.74389250000002,Shiba Park (芝公園),35.65495995746399,139.74836826324463,Park
192,Akabanebashi Station,35.6549696,139.74389250000002,Main Deck (メインデッキ),35.65858024547952,139.74549340811524,Scenic Lookout
193,Akabanebashi Station,35.6549696,139.74389250000002,鉄板焼 蘭麻 麻布店,35.655991650256894,139.74288381012158,Steakhouse
194,Akabanebashi Station,35.6549696,139.74389250000002,Tokyo One Piece Tower (東京ワンピースタワー),35.65860419197975,139.74572952968575,Theme Park
195,Akabanebashi Station,35.6549696,139.74389250000002,旬彩 本多,35.655399549591046,139.7412164024888,Japanese Restaurant
196,Akabanebashi Station,35.6549696,139.74389250000002,新橋ベーカリー+カフェ三田店,35.654288967468744,139.74385079453194,Bakery
197,Akabanebashi Station,35.6549696,139.74389250000002,Zojoji Temple (増上寺),35.657426,139.748301,Buddhist Temple
198,Akabanebashi Station,35.6549696,139.74389250000002,RISE&WIN BREWING Co. KAMIKATZ TAP ROOM,35.657937,139.743479,Gastropub
199,Akabanebashi Station,35.6549696,139.74389250000002,満州香,35.65627227117076,139.7442733246297,Chinese Restaurant
200,Akabanebashi Station,35.6549696,139.74389250000002,La Casa Del Habano by Cigar Club 飯倉本店,35.65900611637802,139.7432402182816,Smoke Shop
201,Akabanebashi Station,35.6549696,139.74389250000002,Iikura Park (飯倉公園),35.6556845027964,139.74358723531466,Park
202,Akabanebashi Station,35.6549696,139.74389250000002,Crisp Salad Works (クリスプ・サラダワークス 麻布十番店),35.654756,139.738839,Salad Place
203,Akabanebashi Station,35.6549696,139.74389250000002,Top Deck (トップデッキ),35.65861707901153,139.745524407292,Scenic Lookout
204,Akabanebashi Station,35.6549696,139.74389250000002,パシフィックヘブン,35.65503488116669,139.74359871694222,Event Space
205,Akabanebashi Station,35.6549696,139.74389250000002,和風とんかつ はぎ乃,35.656888,139.74291,Tonkatsu Restaurant
206,Akabanebashi Station,35.6549696,139.74389250000002,三田 ばさら,35.650616491082886,139.74490751739322,Sukiyaki Restaurant
207,Akabanebashi Station,35.6549696,139.74389250000002,蕎麦切 宮下 三田綱町,35.65111406907884,139.74305196587522,Soba Restaurant
208,Akabanebashi Station,35.6549696,139.74389250000002,Nissin World Delicatessen (日進ワールドデリカテッセン),35.65573582275349,139.74051475524902,Grocery Store
209,Akabanebashi Station,35.6549696,139.74389250000002,とんかつ 三太,35.65129305621275,139.74620199743555,Tonkatsu Restaurant
210,Akabanebashi Station,35.6549696,139.74389250000002,Somerset Azabu East (サマセット麻布イースト),35.657330647467155,139.74501165741185,Hotel
211,Akabanebashi Station,35.6549696,139.74389250000002,WAKANUI LAMB CHOP BAR JUBAN,35.657114000270354,139.73928898572922,Steakhouse
212,Akabanebashi Station,35.6549696,139.74389250000002,7-Eleven (セブンイレブン 港区三田1丁目店),35.654880730574135,139.73966891848985,Convenience Store
213,Akabanebashi Station,35.6549696,139.74389250000002,まいばすけっと 東麻布2丁目店,35.65648060339328,139.74059379460732,Grocery Store
214,Akabanebashi Station,35.6549696,139.74389250000002,Sky Lounge Stellar Garden (スカイラウンジ ステラガーデン),35.65567638299023,139.74691869554232,Hotel Bar
215,Akabanebashi Station,35.6549696,139.74389250000002,Prince Shiba Park (プリンス芝公園),35.65644711678797,139.74798202514648,Park
